CVE,CVSS Score,EPSS,Description,Published,Source
CVE-2019-5825,6.5,0.86052,Out of bounds write in JavaScript in Google Chrome prior to 73.0.3683.86 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,2019-11-25 20:15:11.483,Metasploit/CISA
CVE-2019-6112,6.1,0.00663,A Cross-site scripting (XSS) vulnerability in /inc/class-search.php in the Sell Media plugin v2.4.1 for WordPress allows remote attackers to inject arbitrary web script or HTML via the keyword parameter (aka $search_term or the Search field).,2020-08-14 14:15:12.287,Nuclei
CVE-2019-6223,0.0,0.01822,"A logic issue existed in the handling of Group FaceTime calls. The issue was addressed with improved state management. This issue is fixed in iOS 12.1.4, macOS Mojave 10.14.3 Supplemental Update. The initiator of a Group FaceTime call may be able to cause the recipient to answer.",2019-03-05 16:29:02.060,CISA
CVE-2019-6340,0.0,0.97422,"Some field types do not properly sanitize data from non-form sources in Drupal 8.5.x before 8.5.11 and Drupal 8.6.x before 8.6.10. This can lead to arbitrary PHP code execution in some cases. A site is only affected by this if one of the following conditions is met: The site has the Drupal 8 core RESTful Web Services (rest) module enabled and allows PATCH or POST requests, or the site has another web services module enabled, like JSON:API in Drupal 8, or Services or RESTful Web Services in Drupal 7. (Note: The Drupal 7 Services module itself does not require an update at this time, but you should apply other contributed updates associated with this advisory if Services is in use.)",2019-02-21 21:29:00.343,Metasploit/Nuclei/EPSS/CISA
CVE-2019-6447,8.1,0.8879,"The ES File Explorer File Manager application through 4.1.9.7.4 for Android allows remote attackers to read arbitrary files or execute applications via TCP port 59777 requests on the local Wi-Fi network. This TCP port remains open after the ES application has been launched once, and responds to unauthenticated application/json data over HTTP.",2019-01-16 14:29:00.327,Metasploit
CVE-2019-6715,7.5,0.35908,pub/sns.php in the W3 Total Cache plugin before 0.9.4 for WordPress allows remote attackers to read arbitrary files via the SubscribeURL field in SubscriptionConfirmation JSON data.,2019-04-01 20:29:00.847,Nuclei
CVE-2019-6793,7.0,0.06559,"An issue was discovered in GitLab Enterprise Edition before 11.5.8, 11.6.x before 11.6.6, and 11.7.x before 11.7.1. The Jira integration feature is vulnerable to an unauthenticated blind SSRF issue.",2019-09-09 20:15:12.120,Nuclei
CVE-2019-6799,0.0,0.08879,"An issue was discovered in phpMyAdmin before 4.8.5. When the AllowArbitraryServer configuration setting is set to true, with the use of a rogue MySQL server, an attacker can read any file on the server that the web server's user can access. This is related to the mysql.allow_local_infile PHP configuration, and the inadvertent ignoring of ""options(MYSQLI_OPT_LOCAL_INFILE"" calls.",2019-01-26 17:29:00.450,Nuclei
CVE-2019-6802,0.0,0.00185,CRLF Injection in pypiserver 1.2.5 and below allows attackers to set arbitrary HTTP headers and possibly conduct XSS attacks via a %0d%0a in a URI.,2019-01-25 04:29:00.240,Nuclei
CVE-2019-6814,9.8,0.46288,"A CWE-287: Improper Authentication vulnerability exists in the NET55XX Encoder with firmware prior to version 2.1.9.7 which could cause impact to confidentiality, integrity, and availability when a remote attacker crafts a malicious request to the encoder webUI.",2019-05-22 20:29:01.963,Metasploit
CVE-2019-7139,0.0,0.17175,"An unauthenticated user can execute SQL statements that allow arbitrary read access to the underlying database, which causes sensitive data leakage. This issue is fixed in Magento 2.1 prior to 2.1.18, Magento 2.2 prior to 2.2.9, Magento 2.3 prior to 2.3.2.",2019-04-10 18:29:01.247,Nuclei
CVE-2019-7192,9.8,0.95242,"This improper access control vulnerability allows remote attackers to gain unauthorized access to the system. To fix these vulnerabilities, QNAP recommend updating Photo Station to their latest versions.",2019-12-05 17:15:12.950,Metasploit/Nuclei/EPSS/CISA
CVE-2019-7193,9.8,0.928,"This improper input validation vulnerability allows remote attackers to inject arbitrary code to the system. To fix the vulnerability, QNAP recommend updating QTS to their latest versions.",2019-12-05 17:15:13.027,CISA
CVE-2019-7194,9.8,0.96862,"This external control of file name or path vulnerability allows remote attackers to access or modify system files. To fix the vulnerability, QNAP recommend updating Photo Station to their latest versions.",2019-12-05 17:15:13.107,Metasploit/EPSS/CISA
CVE-2019-7195,9.8,0.96862,"This external control of file name or path vulnerability allows remote attackers to access or modify system files. To fix the vulnerability, QNAP recommend updating Photo Station to their latest versions.",2019-12-05 17:15:13.183,Metasploit/EPSS/CISA
CVE-2019-7214,0.0,0.88045,SmarterTools SmarterMail 16.x before build 6985 allows deserialization of untrusted data. An unauthenticated attacker could run commands on the server when port 17001 was remotely accessible. This port is not accessible remotely by default after applying the Build 6985 patch.,2019-04-24 15:29:02.107,Metasploit
CVE-2019-7219,0.0,0.00441,"Unauthenticated reflected cross-site scripting (XSS) exists in Zarafa Webapp 2.0.1.47791 and earlier. NOTE: this is a discontinued product. The issue was fixed in later Zarafa Webapp versions; however, some former Zarafa Webapp customers use the related Kopano product instead.",2019-04-11 19:29:01.380,Nuclei
CVE-2019-7238,0.0,0.97364,Sonatype Nexus Repository Manager before 3.15.0 has Incorrect Access Control.,2019-03-21 17:29:01.180,Nuclei/EPSS/CISA
CVE-2019-7254,7.5,0.68333,Linear eMerge E3-Series devices allow File Inclusion.,2019-07-02 19:15:11.007,Nuclei
CVE-2019-7255,6.1,0.06827,Linear eMerge E3-Series devices allow XSS.,2019-07-02 19:15:11.087,Nuclei
CVE-2019-7256,9.8,0.97072,Linear eMerge E3-Series devices allow Command Injections.,2019-07-02 19:15:11.147,Metasploit/Nuclei/EPSS/CISA
CVE-2019-7275,6.1,0.00627,Optergy Proton/Enterprise devices allow Open Redirect.,2019-07-01 20:15:11.917,Nuclei
CVE-2019-7276,0.0,0.93303,Optergy Proton/Enterprise devices allow Remote Root Code Execution via a Backdoor Console.,2019-07-01 20:15:12.007,Metasploit
CVE-2019-7286,7.8,0.01048,"A memory corruption issue was addressed with improved input validation. This issue is fixed in iOS 12.1.4, macOS Mojave 10.14.3 Supplemental Update. An application may be able to gain elevated privileges.",2019-12-18 18:15:22.067,CISA
CVE-2019-7287,7.8,0.00125,A memory corruption issue was addressed with improved input validation. This issue is fixed in iOS 12.1.4. An application may be able to execute arbitrary code with kernel privileges.,2019-12-18 18:15:22.130,CISA
CVE-2019-7315,0.0,0.02614,"Genie Access WIP3BVAF WISH IP 3MP IR Auto Focus Bullet Camera devices through 3.x are vulnerable to directory traversal via the web interface, as demonstrated by reading /etc/shadow. NOTE: this product is discontinued, and its final firmware version has this vulnerability (4.x versions exist only for other Genie Access products).",2019-06-17 19:15:11.720,Nuclei
CVE-2019-7481,7.5,0.93016,Vulnerability in SonicWall SMA100 allow unauthenticated user to gain read-only access to unauthorized resources. This vulnerablity impacted SMA100 version 9.0.0.3 and earlier.,2019-12-17 23:15:14.923,Nuclei/CISA
CVE-2019-7483,7.5,0.00999,"In SonicWall SMA100, an unauthenticated Directory Traversal vulnerability in the handleWAFRedirect CGI allows the user to test for the presence of a file on the server.",2019-12-19 01:15:10.803,CISA
CVE-2019-7543,0.0,0.00185,"In KindEditor 4.1.11, the php/demo.php content1 parameter has a reflected Cross-site Scripting (XSS) vulnerability.",2019-02-06 21:29:00.847,Nuclei
CVE-2019-7609,10.0,0.97153,Kibana versions before 5.6.15 and 6.6.1 contain an arbitrary code execution flaw in the Timelion visualizer. An attacker with access to the Timelion application could send a request that will attempt to execute javascript code. This could possibly lead to an attacker executing arbitrary commands with permissions of the Kibana process on the host system.,2019-03-25 19:29:02.147,Metasploit/Nuclei/EPSS/CISA
CVE-2019-8086,7.5,0.31511,"Adobe Experience Manager versions 6.5, 6.4, 6.3 and 6.2 have a xml external entity injection vulnerability. Successful exploitation could lead to sensitive information disclosure.",2019-10-25 16:15:11.193,Nuclei
CVE-2019-8390,0.0,0.04451,qdPM 9.1 suffers from Cross-site Scripting (XSS) in the search[keywords] parameter.,2019-05-14 15:29:00.727,Nuclei
CVE-2019-8394,0.0,0.95101,Zoho ManageEngine ServiceDesk Plus (SDP) before 10.0 build 10012 allows remote attackers to upload arbitrary files via login page customization.,2019-02-17 04:29:00.330,EPSS/CISA
CVE-2019-8442,7.5,0.96903,"The CachingResourceDownloadRewriteRule class in Jira before version 7.13.4, and from version 8.0.0 before version 8.0.4, and from version 8.1.0 before version 8.1.1 allows remote attackers to access files in the Jira webroot under the META-INF directory via a lax path access check.",2019-05-22 18:29:02.067,Nuclei/EPSS
CVE-2019-8446,5.3,0.30002,The /rest/issueNav/1/issueTable resource in Jira before version 8.3.2 allows remote attackers to enumerate usernames via an incorrect authorisation check.,2019-08-23 14:15:11.937,Nuclei
CVE-2019-8449,5.3,0.80935,The /rest/api/latest/groupuserpicker resource in Jira before version 8.4.0 allows remote attackers to enumerate usernames via an information disclosure vulnerability.,2019-09-11 14:15:12.257,Nuclei
CVE-2019-8451,6.5,0.96901,The /plugins/servlet/gadgets/makeRequest resource in Jira before version 8.4.0 allows remote attackers to access the content of internal network resources via a Server Side Request Forgery (SSRF) vulnerability due to a logic bug in the JiraWhitelist class.,2019-09-11 14:15:12.430,Nuclei/EPSS
CVE-2019-8506,8.8,0.28559,"A type confusion issue was addressed with improved memory handling. This issue is fixed in iOS 12.2, tvOS 12.2, watchOS 5.2, Safari 12.1, iTunes 12.9.4 for Windows, iCloud for Windows 7.11. Processing maliciously crafted web content may lead to arbitrary code execution.",2019-12-18 18:15:22.880,CISA
CVE-2019-8513,7.8,0.0005,This issue was addressed with improved checks. This issue is fixed in macOS Mojave 10.14.4. A local user may be able to execute arbitrary shell commands.,2019-12-18 18:15:23.333,Metasploit
CVE-2019-8526,7.8,0.00137,A use after free issue was addressed with improved memory management. This issue is fixed in macOS Mojave 10.14.4. An application may be able to gain elevated privileges.,2019-12-18 18:15:24.223,CISA
CVE-2019-8565,7.0,0.00193,"A race condition was addressed with additional validation. This issue is fixed in iOS 12.2, macOS Mojave 10.14.4. A malicious application may be able to gain root privileges.",2019-12-18 18:15:26.553,Metasploit
CVE-2019-8605,7.8,0.00204,"A use after free issue was addressed with improved memory management. This issue is fixed in iOS 12.3, macOS Mojave 10.14.5, tvOS 12.3, watchOS 5.2.1. A malicious application may be able to execute arbitrary code with system privileges.",2019-12-18 18:15:28.833,CISA
CVE-2019-8720,8.8,0.00611,A vulnerability was found in WebKit. The flaw is triggered when processing maliciously crafted web content that may lead to arbitrary code execution. Improved memory handling addresses the multiple memory corruption issues.,2023-03-06 23:15:10.287,CISA
CVE-2019-8903,0.0,0.80591,index.js in Total.js Platform before 3.2.3 allows path traversal.,2019-02-18 16:29:00.870,Metasploit/Nuclei
CVE-2019-8937,0.0,0.02422,"HotelDruid 2.3.0 has XSS affecting the nsextt, cambia1, mese_fine, origine, and anno parameters in creaprezzi.php, tabella3.php, personalizza.php, and visualizza_tabelle.php.",2019-05-17 15:29:00.710,Nuclei
CVE-2019-8942,0.0,0.90272,"WordPress before 4.9.9 and 5.x before 5.0.1 allows remote code execution because an _wp_attached_file Post Meta entry can be changed to an arbitrary string, such as one ending with a .jpg?file.php substring. An attacker with author privileges can execute arbitrary code by uploading a crafted image containing PHP code in the Exif metadata. Exploitation can leverage CVE-2019-8943.",2019-02-20 03:29:00.250,Metasploit
